NAMESPACE     NAME                                      READY   STATUS    RESTARTS   AGE
default       olhzqwmed-7975c8cbbd-55dl6                1/1     Running   0          21m
default       olhzqwmed-7975c8cbbd-5g5dn                1/1     Running   0          21m
default       olhzqwmed-7975c8cbbd-895wh                1/1     Running   0          21m
default       olhzqwmed-7975c8cbbd-b6nnx                1/1     Running   0          21m
default       olhzqwmed-7975c8cbbd-sr75c                1/1     Running   0          21m
default       olhzqwmed-7975c8cbbd-vpjdv                1/1     Running   0          21m
default       olhzqwmed-7975c8cbbd-xpt4h                1/1     Running   0          21m
default       ootvptaiq-8687c6bc65-68bnp                1/1     Running   0          39m
default       ootvptaiq-8687c6bc65-822tv                1/1     Running   0          39m
default       ootvptaiq-8687c6bc65-9jh2q                1/1     Running   0          39m
default       ootvptaiq-8687c6bc65-bgw7n                1/1     Running   0          39m
default       ootvptaiq-8687c6bc65-lcvbm                1/1     Running   0          39m
default       ootvptaiq-8687c6bc65-v22v4                1/1     Running   0          39m
default       ootvptaiq-8687c6bc65-w7cpf                1/1     Running   0          39m
default       ootvptaiq-8687c6bc65-xlnns                1/1     Running   0          39m
default       opifvzdvc-5877d89646-28zbk                1/1     Running   0          39m
default       opifvzdvc-5877d89646-5hd6c                1/1     Running   0          39m
default       opifvzdvc-5877d89646-7q2cw                1/1     Running   0          39m
default       opifvzdvc-5877d89646-8h8q5                1/1     Running   0          39m
default       opifvzdvc-5877d89646-ghmq9                1/1     Running   0          39m
default       opifvzdvc-5877d89646-qr2zp                1/1     Running   0          39m
default       opifvzdvc-5877d89646-vkdjv                1/1     Running   0          39m
default       opifvzdvc-5877d89646-zmts9                1/1     Running   0          39m
default       oqeivhnsx                                 1/1     Running   0          59m
default       orlodqqkb-7c7b6f5fd-25rf9                 1/1     Running   0          14m
default       orlodqqkb-7c7b6f5fd-vkwcc                 1/1     Running   0          14m
default       osdxvrxjb-d96d597bb-gp298                 1/1     Running   0          13m
default       osdxvrxjb-d96d597bb-tc7sm                 1/1     Running   0          13m
default       otmcoladp-d8c9cddc-jhgst                  1/1     Running   0          13m
default       otmcoladp-d8c9cddc-v7dmd                  1/1     Running   0          13m
default       oulvyrbfg-6555f8c85b-6tghv                1/1     Running   0          39m
default       oulvyrbfg-6555f8c85b-cml78                1/1     Running   0          39m
default       oulvyrbfg-6555f8c85b-jptmm                1/1     Running   0          39m
default       oulvyrbfg-6555f8c85b-l69g9                1/1     Running   0          39m
default       oulvyrbfg-6555f8c85b-nkx29                1/1     Running   0          39m
default       oulvyrbfg-6555f8c85b-pbbcv                1/1     Running   0          39m
default       oulvyrbfg-6555f8c85b-w42dz                1/1     Running   0          39m
default       oulvyrbfg-6555f8c85b-zrng5                1/1     Running   0          39m
default       pdsufxkfh-694fc8fdd6-hfhgz                1/1     Running   0          13m
default       pdsufxkfh-694fc8fdd6-sdj5d                1/1     Running   0          13m
default       pmjbqjriw-6fb5cf59cf-74nqf                1/1     Running   0          13m
default       pmjbqjriw-6fb5cf59cf-rhcxh                1/1     Running   0          13m
default       pqzrgruro-5f85b75f64-2b6hb                1/1     Running   0          40m
default       pqzrgruro-5f85b75f64-2hpsx                1/1     Running   0          40m
default       pqzrgruro-5f85b75f64-2smdp                1/1     Running   0          40m
default       pqzrgruro-5f85b75f64-dbqz9                1/1     Running   0          40m
default       pqzrgruro-5f85b75f64-n8tp6                1/1     Running   0          40m
default       pqzrgruro-5f85b75f64-qzpcx                1/1     Running   0          40m
default       pqzrgruro-5f85b75f64-v9sxt                1/1     Running   0          40m
default       pqzrgruro-5f85b75f64-xbm74                1/1     Running   0          40m
default       psrxevquu-8669fdbbbb-dtpjt                1/1     Running   0          13m
default       psrxevquu-8669fdbbbb-v869j                1/1     Running   0          13m
default       pvknjfdhu-7ff65b56bc-qn78x                1/1     Running   0          13m
default       pvknjfdhu-7ff65b56bc-xtfgp                1/1     Running   0          13m
default       pxlmnxizt-644464c646-ns5sq                1/1     Running   0          13m
default       pxlmnxizt-644464c646-r8vhj                1/1     Running   0          13m
default       pxspbhbmk-5767f9d6ff-gbbzg                1/1     Running   0          13m
default       pxspbhbmk-5767f9d6ff-q7rdr                1/1     Running   0          13m
default       qbadclzea-5c4f6cbf6d-5h6lh                1/1     Running   0          39m
default       qbadclzea-5c4f6cbf6d-6ttlq                1/1     Running   0          39m
default       qbadclzea-5c4f6cbf6d-f5jsz                1/1     Running   0          39m
default       qbadclzea-5c4f6cbf6d-jvmxn                1/1     Running   0          39m
default       qbadclzea-5c4f6cbf6d-mtnzl                1/1     Running   0          39m
default       qbadclzea-5c4f6cbf6d-q7w9s                1/1     Running   0          39m
default       qbadclzea-5c4f6cbf6d-rln5k                1/1     Running   0          39m
default       qbadclzea-5c4f6cbf6d-tn6kv                1/1     Running   0          39m
default       qegnzdfdi-768cb5db86-n8qsr                1/1     Running   0          13m
default       qegnzdfdi-768cb5db86-wqd5q                1/1     Running   0          13m
default       qelhnefvn-5f5984c98c-qh4zn                1/1     Running   0          13m
default       qelhnefvn-5f5984c98c-wbwvb                1/1     Running   0          13m
default       qlyjzbbnp-77658b7c97-8rx47                1/1     Running   0          13m
default       qlyjzbbnp-77658b7c97-f2vz2                1/1     Running   0          13m
default       qpervhpmg-85bcdc6d9c-l4fls                1/1     Running   6          8h
default       qpervhpmg-85bcdc6d9c-tlrwk                1/1     Running   6          8h
default       rchcdfpzv-846897df9f-5qpxh                1/1     Running   0          39m
default       rchcdfpzv-846897df9f-dzvm2                1/1     Running   0          39m
default       rchcdfpzv-846897df9f-f5pfz                1/1     Running   0          39m
default       rchcdfpzv-846897df9f-gzkpj                1/1     Running   0          39m
default       rchcdfpzv-846897df9f-ptp6c                1/1     Running   0          39m
default       rchcdfpzv-846897df9f-vg4kg                1/1     Running   0          39m
default       rchcdfpzv-846897df9f-wkldf                1/1     Running   0          39m
default       rchcdfpzv-846897df9f-wkxj7                1/1     Running   0          39m
default       rkpcabhux-84bf6997c6-pfq72                1/1     Running   0          13m
default       rkpcabhux-84bf6997c6-v68bs                1/1     Running   0          13m
default       rkwmeikqn-f4c8f8c87-5btcz                 1/1     Running   0          8h
default       rkwmeikqn-f4c8f8c87-xdjmc                 1/1     Running   0          8h
default       rokgcjhya-77bdbd847d-z26wq                1/1     Running   0          13m
default       rokgcjhya-77bdbd847d-zvhxg                1/1     Running   0          13m
default       rpfrewmox-f8d696f74-5dj9r                 1/1     Running   0          13m
default       rpfrewmox-f8d696f74-qqnbd                 1/1     Running   0          13m
default       rtcrfwgmt-58bcddd47c-2rj8z                1/1     Running   0          39m
default       rtcrfwgmt-58bcddd47c-5hmkk                1/1     Running   0          39m
default       rtcrfwgmt-58bcddd47c-cq9g9                1/1     Running   0          39m
default       rtcrfwgmt-58bcddd47c-gwdg8                1/1     Running   0          39m
default       rtcrfwgmt-58bcddd47c-lwqd9                1/1     Running   0          39m
default       rtcrfwgmt-58bcddd47c-vw9sb                1/1     Running   0          39m
default       rtcrfwgmt-58bcddd47c-xh955                1/1     Running   0          39m
default       rtcrfwgmt-58bcddd47c-zpqth                1/1     Running   0          39m
default       rtysbyepa-6f8f8df954-dcxjj                1/1     Running   0          13m
default       rtysbyepa-6f8f8df954-s59nd                1/1     Running   0          13m
default       sdubzfjmh-844f49d95f-gdd4g                1/1     Running   0          13m
default       sdubzfjmh-844f49d95f-h66hz                1/1     Running   0          13m
default       shznjsarz-7d5866c657-4sqwd                1/1     Running   0          40m
default       shznjsarz-7d5866c657-bqzkp                1/1     Running   0          39m
default       shznjsarz-7d5866c657-kg6t9                1/1     Running   0          40m
default       shznjsarz-7d5866c657-mxhdq                1/1     Running   0          40m
default       shznjsarz-7d5866c657-p4ghr                1/1     Running   0          40m
default       shznjsarz-7d5866c657-pztf5                1/1     Running   0          40m
default       shznjsarz-7d5866c657-vwbs7                1/1     Running   0          40m
default       shznjsarz-7d5866c657-zcgtc                1/1     Running   0          40m
default       sjpgyuwhw-68f7f574c4-7b2kp                1/1     Running   0          39m
default       sjpgyuwhw-68f7f574c4-d6fkx                1/1     Running   0          39m
default       sjpgyuwhw-68f7f574c4-dsd29                1/1     Running   0          39m
default       sjpgyuwhw-68f7f574c4-f7l6p                1/1     Running   0          39m
default       sjpgyuwhw-68f7f574c4-k7dv8                1/1     Running   0          39m
default       sjpgyuwhw-68f7f574c4-stvrb                1/1     Running   0          39m
default       sjpgyuwhw-68f7f574c4-tmpc7                1/1     Running   0          39m
default       sjpgyuwhw-68f7f574c4-v6hgg                1/1     Running   0          39m
default       spbbgnvek-657f46589b-b2llz                1/1     Running   0          39m
default       spbbgnvek-657f46589b-ff67h                1/1     Running   0          39m
default       spbbgnvek-657f46589b-hs4zn                1/1     Running   0          39m
default       spbbgnvek-657f46589b-jbrf8                1/1     Running   0          39m
default       spbbgnvek-657f46589b-p5w55                1/1     Running   0          39m
default       spbbgnvek-657f46589b-pvdrx                1/1     Running   0          39m
default       spbbgnvek-657f46589b-q952x                1/1     Running   0          39m
default       spbbgnvek-657f46589b-rx9wc                1/1     Running   0          39m
default       sqjzreifq-68ffc4fdcc-8npzk                1/1     Running   0          14m
default       sqjzreifq-68ffc4fdcc-nccht                1/1     Running   0          14m
default       swbhmzxch-6bd47b88f5-7k9pg                1/1     Running   0          13m
default       swbhmzxch-6bd47b88f5-s6s8s                1/1     Running   0          13m
default       swchmwpgl-589f759f5d-5fqdd                1/1     Running   0          39m
default       swchmwpgl-589f759f5d-f4wnm                1/1     Running   0          39m
default       swchmwpgl-589f759f5d-gtkld                1/1     Running   0          39m
default       swchmwpgl-589f759f5d-h5hw2                1/1     Running   0          39m
default       swchmwpgl-589f759f5d-j9lwm                1/1     Running   0          39m
default       swchmwpgl-589f759f5d-mzt4g                1/1     Running   0          39m
default       swchmwpgl-589f759f5d-v6rl2                1/1     Running   0          39m
default       swchmwpgl-589f759f5d-v8z4v                1/1     Running   0          39m
default       tbdqfblnk-64cd6c8d76-hqmhx                1/1     Running   0          13m
default       tbdqfblnk-64cd6c8d76-xzwz5                1/1     Running   0          13m
default       tbnbzwjkq-56d5dcbf5c-4m6qm                1/1     Running   0          39m
default       tbnbzwjkq-56d5dcbf5c-5j9rh                1/1     Running   0          39m
default       tbnbzwjkq-56d5dcbf5c-dxhrs                1/1     Running   0          39m
default       tbnbzwjkq-56d5dcbf5c-f9gzw                1/1     Running   0          39m
default       tbnbzwjkq-56d5dcbf5c-fpxpg                1/1     Running   0          39m
default       tbnbzwjkq-56d5dcbf5c-mq8xf                1/1     Running   0          39m
default       tbnbzwjkq-56d5dcbf5c-mqb4p                1/1     Running   0          39m
default       tbnbzwjkq-56d5dcbf5c-v7r2w                1/1     Running   0          39m
default       tfssxhaqq-65bfd9b5d-8tzw9                 1/1     Running   0          21m
default       tfssxhaqq-65bfd9b5d-9tdlz                 1/1     Running   0          21m
default       tfssxhaqq-65bfd9b5d-9zrvs                 1/1     Running   0          21m
default       tfssxhaqq-65bfd9b5d-dlcbb                 1/1     Running   0          21m
default       tfssxhaqq-65bfd9b5d-nj7wp                 1/1     Running   0          21m
default       tfssxhaqq-65bfd9b5d-vqrrm                 1/1     Running   0          21m
default       tfssxhaqq-65bfd9b5d-x4kd4                 1/1     Running   0          21m
default       tfssxhaqq-65bfd9b5d-x8hnr                 1/1     Running   0          21m
default       tnzhmebed-77f96b7584-l8p99                1/1     Running   0          13m
default       tnzhmebed-77f96b7584-z7btq                1/1     Running   0          13m
default       tosedxzrb-855574d4db-6htvf                1/1     Running   0          8h
default       tosedxzrb-855574d4db-b8576                1/1     Running   0          8h
default       trqdyohmz-5f6dc5f9f7-4h28v                1/1     Running   0          39m
default       trqdyohmz-5f6dc5f9f7-76nsm                1/1     Running   0          39m
default       trqdyohmz-5f6dc5f9f7-9f7tj                1/1     Running   0          39m
default       trqdyohmz-5f6dc5f9f7-c97sz                1/1     Running   0          39m
default       trqdyohmz-5f6dc5f9f7-dk6dg                1/1     Running   0          39m
default       trqdyohmz-5f6dc5f9f7-dmxb6                1/1     Running   0          39m
default       trqdyohmz-5f6dc5f9f7-gdkn4                1/1     Running   0          39m
default       trqdyohmz-5f6dc5f9f7-kzvgt                1/1     Running   0          39m
default       tvyongheg                                 1/1     Running   0          59m
default       tzaxoussm-676874d65b-hjm97                1/1     Running   6          8h
default       tzaxoussm-676874d65b-spf4q                1/1     Running   6          8h
default       ubgqvyeoe-857c8d78b4-4j8g5                1/1     Running   0          13m
default       ubgqvyeoe-857c8d78b4-7ww6f                1/1     Running   0          13m
default       udhbqreep-575d4f4bb8-cppw9                1/1     Running   5          8h
default       udhbqreep-575d4f4bb8-rq5c5                1/1     Running   5          8h
default       uempcdhqs-9d666444-9zlh6                  1/1     Running   0          39m
default       uempcdhqs-9d666444-br7qc                  1/1     Running   0          39m
default       uempcdhqs-9d666444-kkkjm                  1/1     Running   0          39m
default       uempcdhqs-9d666444-mjqjs                  1/1     Running   0          39m
default       uempcdhqs-9d666444-p5rw4                  1/1     Running   0          39m
default       uempcdhqs-9d666444-qdnzm                  1/1     Running   0          39m
default       uempcdhqs-9d666444-sn7xk                  1/1     Running   0          39m
default       uempcdhqs-9d666444-zs922                  1/1     Running   0          39m
default       ufssnswgq-7844dd976-l4snj                 1/1     Running   0          13m
default       ufssnswgq-7844dd976-spwqf                 1/1     Running   0          13m
default       ughmnzrde-8466f7dfd9-kqj6f                1/1     Running   0          14m
default       ughmnzrde-8466f7dfd9-xrrks                1/1     Running   0          14m
default       uhmztskdp-c585cff8-dpm2x                  1/1     Running   0          8h
default       uhmztskdp-c585cff8-kcdt4                  1/1     Running   0          8h
default       ulhhutifm-74dbfb6cfc-fzplv                1/1     Running   0          13m
default       ulhhutifm-74dbfb6cfc-gf2hl                1/1     Running   0          13m
default       uprfkabck-674898dd4c-jzwqn                1/1     Running   0          13m
default       uprfkabck-674898dd4c-qdjd2                1/1     Running   0          13m
default       uqnrkvdbz-6b854498c4-2p884                1/1     Running   0          21m
default       uqnrkvdbz-6b854498c4-77cbv                1/1     Running   0          21m
default       uqnrkvdbz-6b854498c4-7zllf                1/1     Running   0          21m
default       uqnrkvdbz-6b854498c4-bj64r                1/1     Running   0          21m
default       uqnrkvdbz-6b854498c4-dvhhz                1/1     Running   0          21m
default       uqnrkvdbz-6b854498c4-j59v8                1/1     Running   0          21m
default       uqnrkvdbz-6b854498c4-pmzhl                1/1     Running   0          21m
default       uqnrkvdbz-6b854498c4-s24zp                1/1     Running   0          21m
default       urfokheup-75ddf5689b-4ccmw                1/1     Running   0          39m
default       urfokheup-75ddf5689b-5f9jp                1/1     Running   0          39m
default       urfokheup-75ddf5689b-5r5zq                1/1     Running   0          39m
default       urfokheup-75ddf5689b-6vl6l                1/1     Running   0          39m
default       urfokheup-75ddf5689b-7rhsp                1/1     Running   0          39m
default       urfokheup-75ddf5689b-bv56m                1/1     Running   0          39m
default       urfokheup-75ddf5689b-ct62s                1/1     Running   0          39m
default       urfokheup-75ddf5689b-j5j7g                1/1     Running   0          39m
default       uvkctkite-59b55485db-2hkk8                1/1     Running   0          39m
default       uvkctkite-59b55485db-6dt74                1/1     Running   0          39m
default       uvkctkite-59b55485db-dxz7h                1/1     Running   0          39m
default       uvkctkite-59b55485db-fczrw                1/1     Running   0          39m
default       uvkctkite-59b55485db-ft2pd                1/1     Running   0          39m
default       uvkctkite-59b55485db-m9nmh                1/1     Running   0          39m
default       uvkctkite-59b55485db-rxrfq                1/1     Running   0          39m
default       uvkctkite-59b55485db-s7rkh                1/1     Running   0          39m
default       uzilurdvm-57577bbf99-6qpbv                1/1     Running   0          13m
default       uzilurdvm-57577bbf99-hnm74                1/1     Running   0          13m
default       vacdddjhq-864bc48f56-57g9p                1/1     Running   0          21m
default       vacdddjhq-864bc48f56-7xtr4                1/1     Running   0          21m
default       vacdddjhq-864bc48f56-8qthh                1/1     Running   0          21m
default       vacdddjhq-864bc48f56-bgshg                1/1     Running   0          21m
default       vacdddjhq-864bc48f56-bz6ql                1/1     Running   0          21m
default       vacdddjhq-864bc48f56-gxccw                1/1     Running   0          21m
default       vacdddjhq-864bc48f56-j7j76                1/1     Running   0          21m
default       vacdddjhq-864bc48f56-jtbdv                1/1     Running   0          21m
default       vbgpuausb-547f6b7f6d-8qf47                1/1     Running   0          13m
default       vbgpuausb-547f6b7f6d-np2hc                1/1     Running   0          13m
default       vlpxpfehy-855668b69-4ntwm                 1/1     Running   0          21m
default       vlpxpfehy-855668b69-5f6qs                 1/1     Running   0          21m
default       vlpxpfehy-855668b69-8b5sf                 1/1     Running   0          21m
default       vlpxpfehy-855668b69-g6sm5                 1/1     Running   0          21m
default       vlpxpfehy-855668b69-lqfcz                 1/1     Running   0          21m
default       vlpxpfehy-855668b69-mbzx6                 1/1     Running   0          21m
default       vlpxpfehy-855668b69-pfswl                 1/1     Running   0          21m
default       vlpxpfehy-855668b69-xdvt4                 1/1     Running   0          21m
default       vobhgsvjk-5bc877fcd-khrwq                 1/1     Running   0          13m
default       vobhgsvjk-5bc877fcd-scfzw                 1/1     Running   0          13m
default       vshtdbqkg-54tlf                           1/1     Running   0          40m
default       vshtdbqkg-7g6p8                           1/1     Running   0          40m
default       vshtdbqkg-8cs46                           1/1     Running   0          40m
default       vshtdbqkg-929xw                           1/1     Running   0          40m
default       vshtdbqkg-drdhn                           1/1     Running   0          40m
default       vshtdbqkg-h9rws                           1/1     Running   0          40m
default       vshtdbqkg-kxfwj                           1/1     Running   0          40m
default       vshtdbqkg-ml4gt                           1/1     Running   0          40m
default       vshtdbqkg-mvw9d                           1/1     Running   0          40m
default       vshtdbqkg-mw4p7                           1/1     Running   0          40m
default       vwllkehzx-85696cb976-c7z7j                1/1     Running   0          13m
default       vwllkehzx-85696cb976-lpcx4                1/1     Running   0          13m
default       vxascsgla-fccccff7d-n8mn5                 1/1     Running   0          13m
default       vxascsgla-fccccff7d-tsdth                 1/1     Running   0          13m
default       weykimovl-69bcdf859b-bj7pk                1/1     Running   0          13m
default       weykimovl-69bcdf859b-msvwq                1/1     Running   0          13m
default       wisbgxquv-6c7d6559db-8w2ww                1/1     Running   0          39m
default       wisbgxquv-6c7d6559db-8whn8                1/1     Running   0          39m
default       wisbgxquv-6c7d6559db-ccv8g                1/1     Running   0          39m
default       wisbgxquv-6c7d6559db-mck2f                1/1     Running   0          39m
default       wisbgxquv-6c7d6559db-pxk8q                1/1     Running   0          39m
default       wisbgxquv-6c7d6559db-sdr8j                1/1     Running   0          39m
default       wisbgxquv-6c7d6559db-thwf7                1/1     Running   0          39m
default       wisbgxquv-6c7d6559db-tkqrb                1/1     Running   0          39m
default       wjqdvyjzj-564847bbbb-4sqkg                1/1     Running   0          40m
default       wjqdvyjzj-564847bbbb-6dv2n                1/1     Running   0          40m
default       wjqdvyjzj-564847bbbb-8ccxn                1/1     Running   0          40m
default       wjqdvyjzj-564847bbbb-cclcv                1/1     Running   0          40m
default       wjqdvyjzj-564847bbbb-d46rj                1/1     Running   0          40m
default       wjqdvyjzj-564847bbbb-kttsg                1/1     Running   0          40m
default       wjqdvyjzj-564847bbbb-tgtx7                1/1     Running   0          40m
default       wjqdvyjzj-564847bbbb-x4ll7                1/1     Running   0          40m
default       wkosnwoxa-75cf58448b-4b7kd                1/1     Running   0          21m
default       wkosnwoxa-75cf58448b-8lc2b                1/1     Running   0          21m
default       wkosnwoxa-75cf58448b-9kqqh                1/1     Running   0          21m
default       wkosnwoxa-75cf58448b-fx9wr                1/1     Running   0          21m
default       wkosnwoxa-75cf58448b-g2tmm                1/1     Running   0          21m
default       wkosnwoxa-75cf58448b-ghxwl                1/1     Running   0          21m
default       wkosnwoxa-75cf58448b-ktj4b                1/1     Running   0          21m
default       wkosnwoxa-75cf58448b-xc542                1/1     Running   0          21m
default       wocwordsl-7d8d5b9c99-gskrd                1/1     Running   0          13m
default       wocwordsl-7d8d5b9c99-nktld                1/1     Running   0          13m
default       wrdyxwujb-95778b594-25gjd                 1/1     Running   0          21m
default       wrdyxwujb-95778b594-6cp7q                 1/1     Running   0          21m
default       wrdyxwujb-95778b594-cqlx6                 1/1     Running   0          21m
default       wrdyxwujb-95778b594-ddmsh                 1/1     Running   0          21m
default       wrdyxwujb-95778b594-g78bf                 1/1     Running   0          21m
default       wrdyxwujb-95778b594-m9c82                 1/1     Running   0          21m
default       wrdyxwujb-95778b594-z7c2j                 1/1     Running   0          21m
default       wrdyxwujb-95778b594-zw6r7                 1/1     Running   0          21m
default       wsqpixstn-7d94d97d46-fbxk7                1/1     Running   0          13m
default       wsqpixstn-7d94d97d46-jxwm2                1/1     Running   0          13m
default       wsrshfguk-7697f7c9f7-4l8tm                1/1     Running   0          39m
default       wsrshfguk-7697f7c9f7-7bv57                1/1     Running   0          39m
default       wsrshfguk-7697f7c9f7-c8mll                1/1     Running   0          39m
default       wsrshfguk-7697f7c9f7-gsxtz                1/1     Running   0          39m
default       wsrshfguk-7697f7c9f7-jwfhf                1/1     Running   0          39m
default       wsrshfguk-7697f7c9f7-mkqg2                1/1     Running   0          39m
default       wsrshfguk-7697f7c9f7-nxh2w                1/1     Running   0          39m
default       wsrshfguk-7697f7c9f7-vc774                1/1     Running   0          39m
default       wufvgmrlq-6855754947-fjd8n                1/1     Running   5          8h
default       wufvgmrlq-6855754947-x6cz5                1/1     Running   5          8h
default       wuklbgwgt-547d565bbc-bqkdl                1/1     Running   0          13m
default       wuklbgwgt-547d565bbc-zkwgm                1/1     Running   0          13m
default       wxihmkgbu-5f56488c7c-lvk9t                1/1     Running   0          13m
default       wxihmkgbu-5f56488c7c-pqrr9                1/1     Running   0          13m
default       wxkyeohuz-5b885584c7-7jkf6                1/1     Running   0          39m
default       wxkyeohuz-5b885584c7-fnv94                1/1     Running   0          39m
default       wxkyeohuz-5b885584c7-j84jb                1/1     Running   0          39m
default       wxkyeohuz-5b885584c7-jzj4l                1/1     Running   0          39m
default       wxkyeohuz-5b885584c7-l5hdq                1/1     Running   0          39m
default       wxkyeohuz-5b885584c7-psdw7                1/1     Running   0          39m
default       wxkyeohuz-5b885584c7-r8fms                1/1     Running   0          39m
default       wxkyeohuz-5b885584c7-zm5z5                1/1     Running   0          39m
default       xfloxndxh-5f67b6f4fc-t5kz2                1/1     Running   0          13m
default       xfloxndxh-5f67b6f4fc-vmltb                1/1     Running   0          13m
default       xgvkur-776cc44bfb-6lzc4                   1/1     Running   0          8h
default       xgvkur-776cc44bfb-th5bl                   1/1     Running   0          8h
default       xjfgtapqq-cc9b7db98-49p5r                 1/1     Running   0          13m
default       xjfgtapqq-cc9b7db98-82vl8                 1/1     Running   0          13m
default       xmslscnfc-7587f5b5b7-fjvx8                1/1     Running   0          13m
default       xmslscnfc-7587f5b5b7-sxxwl                1/1     Running   0          13m
default       xnhkmxxsa-7b4f69bb5c-5rvnz                1/1     Running   0          39m
default       xnhkmxxsa-7b4f69bb5c-75ld7                1/1     Running   0          39m
default       xnhkmxxsa-7b4f69bb5c-9cfgw                1/1     Running   0          39m
default       xnhkmxxsa-7b4f69bb5c-9s268                1/1     Running   0          39m
default       xnhkmxxsa-7b4f69bb5c-cdrf9                1/1     Running   0          39m
default       xnhkmxxsa-7b4f69bb5c-gnj75                1/1     Running   0          39m
default       xnhkmxxsa-7b4f69bb5c-jt87d                1/1     Running   0          39m
default       xnhkmxxsa-7b4f69bb5c-mjw49                1/1     Running   0          39m
default       xpemuzrnw-7896668496-nrfvg                1/1     Running   0          13m
default       xpemuzrnw-7896668496-svw6l                1/1     Running   0          13m
default       xvlbzg-6895cb7d6f-4p4xg                   1/1     Running   0          8h
default       xvlbzg-6895cb7d6f-6sx4q                   1/1     Running   0          8h
default       xvlbzgbai-fbd69b48d-hkmwk                 1/1     Running   0          8h
default       xvlbzgbai-fbd69b48d-vts92                 1/1     Running   0          8h
default       ybrzgkwrb-5f5b648848-292g5                1/1     Running   0          21m
default       ybrzgkwrb-5f5b648848-gmxdf                1/1     Running   0          21m
default       ybrzgkwrb-5f5b648848-ldd2g                1/1     Running   0          21m
default       ybrzgkwrb-5f5b648848-n6qvl                1/1     Running   0          21m
default       ybrzgkwrb-5f5b648848-r7bxm                1/1     Running   0          21m
default       ybrzgkwrb-5f5b648848-sgfvr                1/1     Running   0          21m
default       ybrzgkwrb-5f5b648848-v5bx9                1/1     Running   0          21m
default       ybrzgkwrb-5f5b648848-zsxnq                1/1     Running   0          21m
default       ycpuacxjo-b7d55d9f-4jfpt                  1/1     Running   0          39m
default       ycpuacxjo-b7d55d9f-7cwnd                  1/1     Running   0          39m
default       ycpuacxjo-b7d55d9f-8bgdk                  1/1     Running   0          39m
default       ycpuacxjo-b7d55d9f-gmg2r                  1/1     Running   0          39m
default       ycpuacxjo-b7d55d9f-hg74k                  1/1     Running   0          39m
default       ycpuacxjo-b7d55d9f-jlt8l                  1/1     Running   0          39m
default       ycpuacxjo-b7d55d9f-qmrtm                  1/1     Running   0          39m
default       ycpuacxjo-b7d55d9f-v8qm4                  1/1     Running   0          39m
default       ycrlapnin-7c4699df66-7mp5q                1/1     Running   0          39m
default       ycrlapnin-7c4699df66-7vbkj                1/1     Running   0          39m
default       ycrlapnin-7c4699df66-9hpj7                1/1     Running   0          39m
default       ycrlapnin-7c4699df66-c4v2f                1/1     Running   0          39m
default       ycrlapnin-7c4699df66-lwf2c                1/1     Running   0          39m
default       ycrlapnin-7c4699df66-qp88l                1/1     Running   0          39m
default       ycrlapnin-7c4699df66-tqgjn                1/1     Running   0          39m
default       ycrlapnin-7c4699df66-twnhq                1/1     Running   0          39m
default       ydcdbojzy-f7f9995f5-4th4g                 1/1     Running   0          21m
default       ydcdbojzy-f7f9995f5-7w59s                 1/1     Running   0          21m
default       ydcdbojzy-f7f9995f5-9h5gk                 1/1     Running   0          21m
default       ydcdbojzy-f7f9995f5-km2sw                 1/1     Running   0          21m
default       ydcdbojzy-f7f9995f5-m5mp7                 1/1     Running   0          21m
default       ydcdbojzy-f7f9995f5-ptc82                 1/1     Running   0          21m
default       ydcdbojzy-f7f9995f5-v8mjv                 1/1     Running   0          21m
default       ydcdbojzy-f7f9995f5-x2z8j                 1/1     Running   0          21m
default       yfogyyjpr-577b98d6bf-4fv7w                1/1     Running   0          13m
default       yfogyyjpr-577b98d6bf-qzbpc                1/1     Running   0          13m
default       ygylporxn                                 1/1     Running   0          59m
default       ygzamgilm-b9b5c7dc8-kh8tn                 1/1     Running   0          13m
default       ygzamgilm-b9b5c7dc8-xhwlj                 1/1     Running   0          13m
default       ykipwihsp-779b778fdd-2gvqc                1/1     Running   0          39m
default       ykipwihsp-779b778fdd-5f2t4                1/1     Running   0          39m
default       ykipwihsp-779b778fdd-67tfd                1/1     Running   0          39m
default       ykipwihsp-779b778fdd-cksg9                1/1     Running   0          39m
default       ykipwihsp-779b778fdd-k9dt5                1/1     Running   0          39m
default       ykipwihsp-779b778fdd-wnqqv                1/1     Running   0          39m
default       ykipwihsp-779b778fdd-wxwz8                1/1     Running   0          39m
default       ykipwihsp-779b778fdd-z4jfq                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-2lwjt                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-5lz8k                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-cbr6s                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-cqfhc                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-gm9bg                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-kjbfj                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-qng5l                1/1     Running   0          39m
default       yqbilpcyp-7d8ffc646c-vwmm9                1/1     Running   0          39m
default       zaawovyep-7ff4ddfb9-6trk4                 1/1     Running   0          13m
default       zaawovyep-7ff4ddfb9-jx4xh                 1/1     Running   0          13m
